id,name,address,capacity,price
907,GSR 藝術空間,台灣臺中市北區 中清路一段89號 15 樓,22 人,400
908,GSR 藝術空間,台灣臺中市北區 中清路一段89號 15 樓,40 人,600
909,台中場地租借~趙老師台中舞蹈教室出租,台灣臺中市北區 中清路一段89號 15 樓,25 人,350
910,崇友人文講堂,台灣臺中市北區 中清路一段89號 15 樓,60 人,1450
911,高雄車站NO.1會議/場地/職訓/教室附空調*近火車捷運站,台灣高雄市三民區 九如二路255-1號 12 樓,100 人,1500
912,高雄車站NO.1會議/場地/職訓/教室附空調*近火車捷運站,台灣高雄市三民區 九如二路255-1號 12 樓,35 人,1200
913,TCCC台灣文創訓練中心-台南擎天自助館,台灣高雄市三民區 九如二路255-1號 12 樓,60 人,2200
914,寰宇創新會議中心 UICBC Conference Center,台灣高雄市三民區 九如二路255-1號 12 樓,12 人,1000
915,TCCC台灣文創訓練中心-台北松江館751空間,台灣高雄市三民區 九如二路255-1號 12 樓,75 人,3300
916,做做手藝X體驗空間,台灣高雄市三民區 九如二路255-1號 12 樓,120 人,1333
917,多用途空間出租/大橋頭一分鐘,台灣高雄市三民區 九如二路255-1號 12 樓,30 人,700
918,天使生活館,台灣高雄市三民區 九如二路255-1號 12 樓,80 人,3000
919,TCCC台灣文創訓練中心-台北松江館755空間,台灣高雄市三民區 九如二路255-1號 12 樓,39 人,1700
920,TCCC台灣文創訓練中心-台北松江館753空間,台灣高雄市三民區 九如二路255-1號 12 樓,59 人,2200
921,TCCC台灣文創訓練中心-台北松江館754空間,台灣臺北市中山區 松江路131號 7 樓 之1 室,52 人,2200
922,TCCC台灣文創訓練中心-台北松江館752空間,台灣臺北市中山區 松江路131號 7 樓 之1 室,50 人,2200
923,不鳥穀共同工作空間(漢口分店)、多功能場地、會議室、淋浴與休息,台灣臺北市中山區 松江路131號 7 樓 之1 室,28 人,250
924,❤️拾異空間❤️ 松山車站旁_雙捷運+ 台鐵_高CP值教室場地,台灣臺北市中山區 松江路131號 7 樓 之1 室,90 人,4095
925,奇遇果人文行旅,台灣臺北市中山區 松江路131號 7 樓 之1 室,24 人,600
926,CLAPPER STUDIO,台灣臺北市中山區 松江路131號 7 樓 之1 室,400 人,90000
927,CLAPPER THEATER,台灣臺北市中山區 松江路131號 7 樓 之1 室,109 人,5000
928,樂翻休閒會所,台灣臺北市中山區 松江路131號 7 樓 之1 室,50 人,800
929,橙藝共同創作空間,台灣臺北市中山區 松江路131號 7 樓 之1 室,120 人,1100
930,橙藝共同創作空間,台灣臺北市中山區 松江路131號 7 樓 之1 室,12 人,275
931,TCCC台灣文創訓練中心-台中新創館0303空間,台灣臺中市西區 台灣大道二段2號 3 樓之 3,30 人,1700
932,TCCC台灣文創訓練中心-台中新創館0304空間,台灣臺中市西區 台灣大道二段2號 3 樓之 3,24 人,1800
933,TCCC台灣文創訓練中心-台中新創館0305空間,台灣臺中市西區 台灣大道二段2號 3 樓之 3,30 人,1900
934,TCCC台灣文創訓練中心-台中新創館0306空間,台灣臺中市西區 台灣大道二段2號 3 樓之 3,24 人,1800
935,TCCC台灣文創訓練中心-台中新創館0307空間,台灣臺中市西區 台灣大道二段2號 3 樓之 3,64 人,2400
936,ApexView 極目空間,台灣臺中市西區 台灣大道二段2號 3 樓之 3,7 人,200
937,YESPACE場地租借,台灣臺中市西區 台灣大道二段2號 3 樓之 3,50 人,13000
938,YESPACE場地租借,台灣臺中市西區 台灣大道二段2號 3 樓之 3,50 人,13000
939,YESPACE場地租借,台灣臺中市西區 台灣大道二段2號 3 樓之 3,50 人,13000
940,YESPACE場地租借,台灣臺中市西區 台灣大道二段2號 3 樓之 3,70 人,6500
941,YESPACE場地租借,台灣臺北市松山區 寧安街12號地下 1 樓,70 人,8000
942,台灣職業技能訓練學會~近桃園火車站步行10分鐘,台灣臺北市松山區 寧安街12號地下 1 樓,30 人,350
943,TCCC台灣文創訓練中心-台中新創館0305+0306(合併空間),台灣臺北市松山區 寧安街12號地下 1 樓,70 人,3700
944,TCCC台灣文創訓練中心-台中新創館0303+0304(合併空間),台灣臺北市松山區 寧安街12號地下 1 樓,70 人,3700
945,禪風會館,台灣臺北市松山區 寧安街12號地下 1 樓,60 人,600
946,星諾文創咖啡,台灣臺北市松山區 寧安街12號地下 1 樓,44 人,1000
947,東豐喜空間-近捷運、平價優惠、空間彈性、師大附近,台灣臺北市松山區 寧安街12號地下 1 樓,15 人,400
948,樂生活學苑,台灣臺北市松山區 寧安街12號地下 1 樓,45 人,187
949,Wee聯合辦公室 Wee coworking Lab 【 中正店 】,台灣臺北市松山區 寧安街12號地下 1 樓,60 人,1667
950,高雄高鐵站前訓練中心-高雄場地/教室租借,台灣臺北市松山區 寧安街12號地下 1 樓,20 人,500
951,高雄高鐵站前訓練中心-高雄場地/教室租借,台灣高雄市左營區 重惠街201號 1 樓,20 人,1500
952,仙人掌桌遊空間,台灣高雄市左營區 重惠街201號 1 樓,60 人,550
953,心徑空間,台灣高雄市左營區 重惠街201號 1 樓,20 人,500
954,Wee聯合辦公室 Wee coworking Lab 【 中正店 】,台灣高雄市左營區 重惠街201號 1 樓,24 人,600
955,Wee聯合辦公室 Wee coworking Lab 【 中正店 】,台灣高雄市左營區 重惠街201號 1 樓,40 人,1200
956,奧兒享空間 Our Salon│高雄最美空間,台灣高雄市左營區 重惠街201號 1 樓,100 人,1400
957,【維熹科技大樓】計時包場方案,台灣高雄市左營區 重惠街201號 1 樓,116 人,8000
958,藝秀設計影像工作室,台灣高雄市左營區 重惠街201號 1 樓,50 人,900
959,東豐喜空間-近捷運、平價優惠、空間彈性、師大附近,台灣高雄市左營區 重惠街201號 1 樓,30 人,600
960,東豐喜空間-近捷運、平價優惠、空間彈性、師大附近,台灣高雄市左營區 重惠街201號 1 樓,18 人,400
961,台槓創新HUB,台灣高雄市新興區 民權一路251號 20 樓,55 人,3500
962,【Yuan Shih】場地教室、會議室出租 0~8人包場方案,台灣高雄市新興區 民權一路251號 20 樓,8 人,250
963,台北市站前-高規格電腦教室,台灣高雄市新興區 民權一路251號 20 樓,30 人,1400
964,台北東區-高規格電腦教室、會議室,台灣高雄市新興區 民權一路251號 20 樓,20 人,1200
965,高雄高鐵站前訓練中心-高雄場地/教室租借,台灣高雄市新興區 民權一路251號 20 樓,30 人,2000
966,高雄高鐵站前訓練中心-高雄場地/教室租借,台灣高雄市新興區 民權一路251號 20 樓,30 人,700
967,台北市站前-高規格電腦教室,台灣高雄市新興區 民權一路251號 20 樓,30 人,1400
968,新北板橋-高規格電腦教室,台灣高雄市新興區 民權一路251號 20 樓,20 人,1200
969,新北板橋-高規格電腦教室,台灣高雄市新興區 民權一路251號 20 樓,30 人,1400
970,桃園市中壢-高規格電腦教室,台灣高雄市新興區 民權一路251號 20 樓,30 人,1400
971,桃園市中壢-高規格電腦教室,台灣桃園市中壢區 中山路141號 9 樓,30 人,1200
972,Wee聯合辦公室 Wee coworking Lab 【 中正店 】,台灣桃園市中壢區 中山路141號 9 樓,6 人,250
973,格林卡布咖啡輕食館,台灣桃園市中壢區 中山路141號 9 樓,35 人,400
974,台北東區-高規格電腦教室、會議室,台灣桃園市中壢區 中山路141號 9 樓,30 人,1200
975,台北東區-高規格電腦教室、會議室,台灣桃園市中壢區 中山路141號 9 樓,24 人,1400
976,【中華民國職工福利發展協會 】場地租借方案,台灣桃園市中壢區 中山路141號 9 樓,30 人,3500
977,約書亞文創空間- 1號多功能活動場地出租,台灣桃園市中壢區 中山路141號 9 樓,90 人,840
978,市井商務中心,台灣桃園市中壢區 中山路141號 9 樓,6 人,650
979,威爾希斯廚房,台灣桃園市中壢區 中山路141號 9 樓,15 人,600
980,Grow Life 靠過來,台灣桃園市中壢區 中山路141號 9 樓,40 人,750
981,Grow Life 靠過來,台灣臺北市中正區 新生南路一段160巷18-1號 1 樓,30 人,750
982,加爾第咖啡-吳興店 | 信義區 | B1完整獨立空間 ｜平日＄300/1hr,台灣臺北市中正區 新生南路一段160巷18-1號 1 樓,14 人,300
983,Monospace 共同工作空間,台灣臺北市中正區 新生南路一段160巷18-1號 1 樓,30 人,1500
984,加爾第咖啡-莊敬店 | 信義區 | B1完整獨立空間 ｜平日價＄450/1hr,台灣臺北市中正區 新生南路一段160巷18-1號 1 樓,25 人,450
985,(西區)Passenger 隨食。旅人,台灣臺北市中正區 新生南路一段160巷18-1號 1 樓,20 人,1400
986,(西區)Passenger 隨食。旅人,台灣臺北市中正區 新生南路一段160巷18-1號 1 樓,50 人,2000
987,衍聲說藝坊,台灣臺北市中正區 新生南路一段160巷18-1號 1 樓,24 人,1500
988,桃園中壢藝文教室,台灣臺北市中正區 新生南路一段160巷18-1號 1 樓,12 人,250
989,Ciao Coworking Space-忠孝復興館,台灣臺北市中正區 新生南路一段160巷18-1號 1 樓,120 人,2000
990,FutureWard,台灣臺北市中正區 新生南路一段160巷18-1號 1 樓,12 人,400
991,市井商務中心,台灣臺北市大安區 光復南路72巷73號 2 樓,50 人,3150
992,好學市集親子文創_專業感統教室,台灣臺北市大安區 光復南路72巷73號 2 樓,15 人,667
993,道騰國際商務中心#時租/日租/會議空間/新潮辦公,台灣臺北市大安區 光復南路72巷73號 2 樓,12 人,350
994,HOUR JUNGLE Coworking共同工作室 台南崇學館,台灣臺北市大安區 光復南路72巷73號 2 樓,30 人,60
995,道騰國際商務中心#時租/日租/會議空間/新潮辦公,台灣臺北市大安區 光復南路72巷73號 2 樓,20 人,480
996,好學市集親子文創_文創教室,台灣臺北市大安區 光復南路72巷73號 2 樓,40 人,667
997,朝思木想~好味道廚房,台灣臺北市大安區 光復南路72巷73號 2 樓,12 人,600
998,構享聚落Compose｜創意工作 X 藝文展演,台灣臺北市大安區 光復南路72巷73號 2 樓,20 人,1200
999,構享聚落Compose｜創意工作 X 藝文展演,台灣臺北市大安區 光復南路72巷73號 2 樓,25 人,2000
1000,構享聚落Compose｜創意工作 X 藝文展演,台灣臺北市大安區 光復南路72巷73號 2 樓,6 人,1200
1001,構享聚落Compose｜創意工作 X 藝文展演,台灣高雄市新興區 中正二路192號二樓,18 人,1800
1002,構享聚落Compose｜創意工作 X 藝文展演,台灣高雄市新興區 中正二路192號二樓,6 人,1200
1003,祥富興國際商務中心,台灣高雄市新興區 中正二路192號二樓,20 人,3000
1004,構享聚落Compose｜創意工作 X 藝文展演,台灣高雄市新興區 中正二路192號二樓,10 人,1500
1005,大俠數位攝影-板橋中山教室/攝影棚,台灣高雄市新興區 中正二路192號二樓,35 人,500
1006,大俠數位攝影-板橋中山教室/攝影棚,台灣高雄市新興區 中正二路192號二樓,10 人,600
1007,This place分享空間,台灣高雄市新興區 中正二路192號二樓,10 人,350
1008,Sync co-working space (鑫空間-博愛二館) R12 後驛捷運站,台灣高雄市新興區 中正二路192號二樓,15 人,600
1009,TCCC台灣文創訓練中心-高雄信義館K131空間,台灣高雄市新興區 中正二路192號二樓,50 人,2300
1010,TCCC台灣文創訓練中心-高雄信義館K132空間,台灣高雄市新興區 中正二路192號二樓,55 人,2300
1011,TCCC台灣文創訓練中心-高雄信義館K133空間,台灣高雄市苓雅區 中正二路175號 13 樓之 3,55 人,2300
1012,TCCC台灣文創訓練中心-高雄信義館K134空間,台灣高雄市苓雅區 中正二路175號 13 樓之 3,44 人,1900
1013,TCCC台灣文創訓練中心-高雄信義館K135空間,台灣高雄市苓雅區 中正二路175號 13 樓之 3,27 人,1800
1014,Daily Joy台喬,台灣高雄市苓雅區 中正二路175號 13 樓之 3,108 人,5000
1015,課廳 演創空間,台灣高雄市苓雅區 中正二路175號 13 樓之 3,50 人,3000
1016,樂生活學苑,台灣高雄市苓雅區 中正二路175號 13 樓之 3,45 人,1750
1017,北門窩2024場地租借合作招募,台灣高雄市苓雅區 中正二路175號 13 樓之 3,20 人,1500
1018,舞時光 藝文空間,台灣高雄市苓雅區 中正二路175號 13 樓之 3,15 人,600
1019,雅朵讀書會館,台灣高雄市苓雅區 中正二路175號 13 樓之 3,10 人,490
1020,雅朵讀書會館,台灣高雄市苓雅區 中正二路175號 13 樓之 3,6 人,290
1021,台槓創新HUB,台灣高雄市新興區 民權一路251號 20 樓,48 人,3000
1022,思考致富教室,台灣高雄市新興區 民權一路251號 20 樓,60 人,2500
1023,思考致富教室,台灣高雄市新興區 民權一路251號 20 樓,20 人,1500
1024,思考致富教室,台灣高雄市新興區 民權一路251號 20 樓,80 人,3000
1025,清涼音人文空間-高雄三多,台灣高雄市新興區 民權一路251號 20 樓,40 人,2500
1026,宅zài風格生活,台灣高雄市新興區 民權一路251號 20 樓,20 人,2000
1027,福客堂社會企業有限公司,台灣高雄市新興區 民權一路251號 20 樓,60 人,700
1028,福客堂社會企業有限公司,台灣高雄市新興區 民權一路251號 20 樓,10 人,600
1029,福客堂社會企業有限公司,台灣高雄市新興區 民權一路251號 20 樓,24 人,600
1030,華緣藝文空間,台灣高雄市新興區 民權一路251號 20 樓,30 人,600
1031,TDMC台北設計建材中心,台灣臺北市內湖區 新湖一路185號,120 人,3000
1032,四婁cafeˊ包場,台灣臺北市內湖區 新湖一路185號,400 人,6000
1033,金蘋果樹舞蹈工作室,台灣臺北市內湖區 新湖一路185號,6 人,500
1034,金蘋果樹舞蹈工作室,台灣臺北市內湖區 新湖一路185號,4 人,200
1035,金蘋果樹舞蹈工作室,台灣臺北市內湖區 新湖一路185號,20 人,600
1036,TCCC台灣文創訓練中心-台北松江2館SN201空間,台灣臺北市內湖區 新湖一路185號,46 人,3000
1037,TCCC台灣文創訓練中心-台北松江2館SN202空間,台灣臺北市內湖區 新湖一路185號,60 人,3500
1038,TCCC台灣文創訓練中心-台北松江2館SN206空間,台灣臺北市內湖區 新湖一路185號,44 人,3000
1039,TCCC台灣文創訓練中心-台北松江2館SN203空間,台灣臺北市內湖區 新湖一路185號,60 人,3500
1040,TCCC台灣文創訓練中心-台北松江2館SN204空間,台灣臺北市內湖區 新湖一路185號,54 人,3500
1041,TCCC台灣文創訓練中心-台北松江2館SN205空間,台灣臺北市中山區 松江路131號 2 樓之 4,32 人,2500
1042,NPC  場地出租,台灣臺北市中山區 松江路131號 2 樓之 4,30 人,1500
1043,夢想博愛教室,台灣臺北市中山區 松江路131號 2 樓之 4,15 人,1600
1044,夢想博愛教室,台灣臺北市中山區 松江路131號 2 樓之 4,33 人,2240
1045,夢想博愛教室,台灣臺北市中山區 松江路131號 2 樓之 4,33 人,2560
1046,創世紀場租,台灣臺北市中山區 松江路131號 2 樓之 4,45 人,3360
1047,夢想博愛教室,台灣臺北市中山區 松江路131號 2 樓之 4,46 人,3200
1048,夢想博愛教室,台灣臺北市中山區 松江路131號 2 樓之 4,8 人,1440
1049,夢想博愛教室,台灣臺北市中山區 松江路131號 2 樓之 4,23 人,1920
1050,瘋理財教室,台灣臺北市中山區 松江路131號 2 樓之 4,30 人,2500
1051,瘋理財教室,台灣臺北市中山區 民權東路二段46號 9 樓之 1,60 人,3500
1052,C.C Work 兆基商務中心和平館,台灣臺北市中山區 民權東路二段46號 9 樓之 1,300 人,8000
1053,C.C Work 兆基商務中心和平館,台灣臺北市中山區 民權東路二段46號 9 樓之 1,8 人,400
1054,C.C Work 兆基商務中心和平館,台灣臺北市中山區 民權東路二段46號 9 樓之 1,20 人,800
1055,禪風會館-影視空間,台灣臺北市中山區 民權東路二段46號 9 樓之 1,25 人,500
1056,MRT文創 古亭6號空間,台灣臺北市中山區 民權東路二段46號 9 樓之 1,7 人,250
1057,思奧共同空間 Autonomy Co-Space,台灣臺北市中山區 民權東路二段46號 9 樓之 1,20 人,500
1058,【左創生活園區】-寬敞舒適、氣氛佳、好停車的活動空間！,台灣臺北市中山區 民權東路二段46號 9 樓之 1,50 人,1500
1059,【左創生活園區】-寬敞舒適、氣氛佳、好停車的活動空間！,台灣臺北市中山區 民權東路二段46號 9 樓之 1,12 人,900
1060,STARS美學館,台灣臺北市中山區 民權東路二段46號 9 樓之 1,200 人,2000
1061,路內視覺｜板橋｜,台灣新北市板橋區 國光路34號2樓,5 人,300
1062,Sync co-working space (鑫空間-明誠館) R13 凹子底捷運站,台灣新北市板橋區 國光路34號2樓,25 人,800
1063,四婁cafeˊ咖啡廳,台灣新北市板橋區 國光路34號2樓,50 人,1280
1064,崇友人文講堂,台灣新北市板橋區 國光路34號2樓,25 人,850
1065,威保商務九如教室,台灣新北市板橋區 國光路34號2樓,80 人,444
1066,Wee聯合辦公室 Wee coworking Lab 【 博愛店 】,台灣新北市板橋區 國光路34號2樓,12 人,400
1067,Wee聯合辦公室 Wee coworking Lab 【 博愛店 】,台灣新北市板橋區 國光路34號2樓,50 人,1250
1068,Wee聯合辦公室 Wee coworking Lab 【 博愛店 】,台灣新北市板橋區 國光路34號2樓,8 人,300
1069,Wee聯合辦公室 Wee coworking Lab 【 博愛店 】,台灣新北市板橋區 國光路34號2樓,80 人,1667
1070,HOWSHOW│中壢,台灣新北市板橋區 國光路34號2樓,35 人,250
1071,嘟嘟吧幸福手作坊,台灣新北市三重區 中正北路430-2號 1 樓,20 人,600
1072,盤古銀髮-拾夢家,台灣新北市三重區 中正北路430-2號 1 樓,30 人,3150
1073,Birdy's Nest 隨意窩 Tổ Chim,台灣新北市三重區 中正北路430-2號 1 樓,8 人,250
1074,思考致富教室,台灣新北市三重區 中正北路430-2號 1 樓,100 人,4000
1075,一直咖啡,台灣新北市三重區 中正北路430-2號 1 樓,50 人,500
1076,Milk Bar by BKA,台灣新北市三重區 中正北路430-2號 1 樓,50 人,2100
1077,邸TaiDang創生基地,台灣新北市三重區 中正北路430-2號 1 樓,10 人,250
1078,Milk Bar by BKA,台灣新北市三重區 中正北路430-2號 1 樓,10 人,2800
1079,Milk Bar by BKA,台灣新北市三重區 中正北路430-2號 1 樓,40 人,1500
1080,寶星文化2F｜劍橋考試場地｜課程講座｜教育訓練,台灣新北市三重區 中正北路430-2號 1 樓,25 人,600
1081,博思維商務空間-日商打造/近中央公園捷運,台灣高雄市前金區 五福三路63號5樓 5 樓之 2,12 人,1000
1082,博思維商務空間-日商打造/近中央公園捷運,台灣高雄市前金區 五福三路63號5樓 5 樓之 2,12 人,315
1083,ShengSheng,台灣高雄市前金區 五福三路63號5樓 5 樓之 2,40 人,1500
1084,邸TaiDang創生基地,台灣高雄市前金區 五福三路63號5樓 5 樓之 2,60 人,2000
1085,AGAPE愛加倍 咖啡廳／活動場地,台灣高雄市前金區 五福三路63號5樓 5 樓之 2,35 人,600
1086,WAGA SPACE 空間租賃方案,台灣高雄市前金區 五福三路63號5樓 5 樓之 2,20 人,1800
1087,瘋桌遊松山店,台灣高雄市前金區 五福三路63號5樓 5 樓之 2,30 人,500
1088,CASE｜複合式展演空間,台灣高雄市前金區 五福三路63號5樓 5 樓之 2,50 人,650
1089,CASE｜複合式展演空間,台灣高雄市前金區 五福三路63號5樓 5 樓之 2,50 人,1000
1090,CASE｜複合式展演空間,台灣高雄市前金區 五福三路63號5樓 5 樓之 2,50 人,800
1091,TIL space交流空間（近台南火車站／小教室）,台灣臺南市中西區 中山路90號 8 樓 16 室,10 人,180
1092,桃園市中壢區青塘園遊客中心(豆薈趣青塘園門市),台灣臺南市中西區 中山路90號 8 樓 16 室,70 人,1500
1093,桃園市中壢區青塘園遊客中心(豆薈趣青塘園門市),台灣臺南市中西區 中山路90號 8 樓 16 室,28 人,1000
1094,和仕聯合商務空間,台灣臺南市中西區 中山路90號 8 樓 16 室,12 人,2000
1095,舞時光 藝文空間,台灣臺南市中西區 中山路90號 8 樓 16 室,15 人,500
1096,創世紀商務中心場租,台灣臺南市中西區 中山路90號 8 樓 16 室,18 人,1500
1097,思奧共同空間 Autonomy Co-Space,台灣臺南市中西區 中山路90號 8 樓 16 室,100 人,2000
1098,PAF運動空間,台灣臺南市中西區 中山路90號 8 樓 16 室,25 人,1000
1099,創世紀商務中心場租,台灣臺南市中西區 中山路90號 8 樓 16 室,30 人,1300
1100,Wayne的口嗜心飛料理實驗室,台灣臺南市中西區 中山路90號 8 樓 16 室,30 人,1245
1101,Wayne的口嗜心飛料理實驗室,台灣臺北市中正區 永康街2巷12號,18 人,650
1102,建築師公會會館大樓12樓演講廳/會議室,台灣臺北市中正區 永康街2巷12號,35 人,3000
1103,建築師公會會館大樓12樓演講廳/會議室,台灣臺北市中正區 永康街2巷12號,80 人,5000
1104,高雄85大樓 場地租借中心,台灣臺北市中正區 永康街2巷12號,80 人,700
1105,東豐喜空間-近捷運、平價優惠、空間彈性、師大附近,台灣臺北市中正區 永康街2巷12號,20 人,400
1106,金鋒山股份有限公司,台灣臺北市中正區 永康街2巷12號,12 人,3000
1107,藝·窩瘋多元共享空間,台灣臺北市中正區 永康街2巷12號,30 人,300
1108,上古國際藝術,台灣臺北市中正區 永康街2巷12號,80 人,3000
1109,【Le Phare 共享空間】會議場地、工作空間、教練諮詢室,台灣臺北市中正區 永康街2巷12號,10 人,500
1110,【Le Phare 共享空間】會議場地、工作空間、教練諮詢室,台灣臺北市中正區 永康街2巷12號,10 人,500
1111,【Le Phare 共享空間】會議場地、工作空間、教練諮詢室,台灣新竹縣竹北市 復興三路二段168號 9 樓 5 室,80 人,2500
1112,愛裡‧時氣味藝術場地租借,台灣新竹縣竹北市 復興三路二段168號 9 樓 5 室,60 人,4000
1113,瑜珈大教室,台灣新竹縣竹北市 復興三路二段168號 9 樓 5 室,50 人,1667
1114,【Le Phare 共享空間】會議場地、工作空間、教練諮詢室,台灣新竹縣竹北市 復興三路二段168號 9 樓 5 室,80 人,3500
1115,Terminal C 兆基國際新創聚落,台灣新竹縣竹北市 復興三路二段168號 9 樓 5 室,120 人,2800
1116,Terminal C 兆基國際新創聚落,台灣新竹縣竹北市 復興三路二段168號 9 樓 5 室,500 人,12000
1117,新北樂扶-會議室,台灣新竹縣竹北市 復興三路二段168號 9 樓 5 室,25 人,350
1118,IGU愛成長多元學習空間 場地租借 中小型教室,台灣新竹縣竹北市 復興三路二段168號 9 樓 5 室,45 人,3000
1119,IGU愛成長多元學習空間 場地租借 中小型教室,台灣新竹縣竹北市 復興三路二段168號 9 樓 5 室,18 人,1200
1120,福客堂社會企業有限公司,台灣新竹縣竹北市 復興三路二段168號 9 樓 5 室,30 人,1000
1121,玩賽斯工作室,台灣臺北市大安區 雲和街63號 1 樓,3 人,350
1122,炎洲集團總部3樓國際會議中心,台灣臺北市大安區 雲和街63號 1 樓,20 人,2000
1123,炎洲集團總部3樓國際會議中心,台灣臺北市大安區 雲和街63號 1 樓,60 人,3400
1124,炎洲集團總部3樓國際會議中心,台灣臺北市大安區 雲和街63號 1 樓,20 人,1000
1125,炎洲集團總部3樓國際會議中心,台灣臺北市大安區 雲和街63號 1 樓,16 人,500
1126,板橋職訓教室3樓,台灣臺北市大安區 雲和街63號 1 樓,35 人,800
1127,板橋職訓教室2樓,台灣臺北市大安區 雲和街63號 1 樓,37 人,800
1128,板橋職訓教室1樓,台灣臺北市大安區 雲和街63號 1 樓,35 人,650
1129,好易攝影棚,台灣臺北市大安區 雲和街63號 1 樓,5 人,500
1130,好易攝影棚,台灣臺北市大安區 雲和街63號 1 樓,6 人,500
1131,917好事咖啡創意廚房,台灣臺北市大安區 安居街8巷19號地下 1 樓,50 人,900
1132,DFS形象管理｜近國父紀念館全新空間,台灣臺北市大安區 安居街8巷19號地下 1 樓,15 人,400
1133,DFS形象管理｜近國父紀念館全新空間,台灣臺北市大安區 安居街8巷19號地下 1 樓,5 人,600
1134,台中火車站成陽大樓教室(綠川東)-30~70人場地租借,台灣臺北市大安區 安居街8巷19號地下 1 樓,50 人,2000
1135,台中火車站85大樓教室-26~75人場地租借,台灣臺北市大安區 安居街8巷19號地下 1 樓,36 人,1900
1136,台中火車站85大樓教室-26~75人場地租借,台灣臺北市大安區 安居街8巷19號地下 1 樓,48 人,2100
1137,台中火車站85大樓教室-26~75人場地租借,台灣臺北市大安區 安居街8巷19號地下 1 樓,90 人,3300
1138,台北火車站世界大樓教室-16~30人場地租借,台灣臺北市大安區 安居街8巷19號地下 1 樓,30 人,1600
1139,台北火車站金融大樓場地租借-30~50人教室租借,台灣臺北市大安區 安居街8巷19號地下 1 樓,50 人,2300
1140,台北火車站金融大樓場地租借-30~50人教室租借,台灣臺北市大安區 安居街8巷19號地下 1 樓,40 人,2000
1141,LEES 李室工坊,台灣臺中市豐原區 大明路3號,30 人,2000
1142,全智網科技,台灣臺中市豐原區 大明路3號,16 人,4000
1143,全智網科技,台灣臺中市豐原區 大明路3號,18 人,4000
1144,全智網科技,台灣臺中市豐原區 大明路3號,30 人,4000
1145,全智網科技,台灣臺中市豐原區 大明路3號,16 人,3000
1146,上古國際藝術,台灣臺中市豐原區 大明路3號,30 人,5000
1147,新竹火車站-新竹中正路教室租借-18~30人場地租借,台灣臺中市豐原區 大明路3號,30 人,1500
1148,新竹火車站-新竹中正路教室租借-18~30人場地租借,台灣臺中市豐原區 大明路3號,18 人,1200
1149,清涼音人文空間-高雄小港教室,台灣臺中市豐原區 大明路3號,25 人,2500
1150,Gumgum Beer & Wings 雞翅啤酒吧,台灣臺中市豐原區 大明路3號,70 人,4500
1151,《臺南文創園區》,台灣臺南市東區 北門路二段16號,24 人,3000
1152,Lyra Space 萊拉空間,台灣臺南市東區 北門路二段16號,35 人,615
1153,Lyra Space 萊拉空間,台灣臺南市東區 北門路二段16號,32 人,560
1154,Lyra Space 萊拉空間,台灣臺南市東區 北門路二段16號,10 人,265
1155,Lyra Space 萊拉空間,台灣臺南市東區 北門路二段16號,42 人,880
1156,Lyra Space 萊拉空間,台灣臺南市東區 北門路二段16號,80 人,1150
1157,golden space 松昱國際商務中心-行天宮站,台灣臺南市東區 北門路二段16號,10 人,500
1158,行動學習商務中心-貴梅館 共享共煮共食廚房,台灣臺南市東區 北門路二段16號,20 人,1000
1159,五壤藝術空間,台灣臺南市東區 北門路二段16號,40 人,1500
1160,百年老洋房-黑金通複合式餐飲空間,台灣臺南市東區 北門路二段16號,80 人,5000
1161,桃園雙得統領天廈致富教室-10~100人場地租借,台灣桃園市桃園區 民權路6號 4 樓,40 人,1600
1162,桃園雙得統領天廈致富教室-10~100人場地租借,台灣桃園市桃園區 民權路6號 4 樓,60 人,2100
1163,桃園雙得統領天廈致富教室-10~100人場地租借,台灣桃園市桃園區 民權路6號 4 樓,20 人,1100
1164,桃園雙得統領天廈致富教室-10~100人場地租借,台灣桃園市桃園區 民權路6號 4 樓,80 人,2600
1165,桃園雙得統領天廈致富教室-10~100人場地租借,台灣桃園市桃園區 民權路6號 4 樓,100 人,3700
1166,CASE｜複合式展演空間,台灣桃園市桃園區 民權路6號 4 樓,50 人,500
1167,【新亮點商務中心】會議、記者會、展演空間、發表會、聚會餐敘,台灣桃園市桃園區 民權路6號 4 樓,16 人,900
1168,【新亮點商務中心】會議、記者會、展演空間、發表會、聚會餐敘,台灣桃園市桃園區 民權路6號 4 樓,30 人,1500
1169,【新亮點商務中心】會議、記者會、展演空間、發表會、聚會餐敘,台灣桃園市桃園區 民權路6號 4 樓,5 人,500
1170,【新亮點商務中心】會議、記者會、展演空間、發表會、聚會餐敘,台灣桃園市桃園區 民權路6號 4 樓,3 人,300
1171,Top Space 台中商務中心,台灣臺中市中區 民族路23號 3 樓之 2,100 人,3300
1172,Top Space 台中商務中心,台灣臺中市中區 民族路23號 3 樓之 2,33 人,2500
1173,【YC空間  場地出租】,台灣臺中市中區 民族路23號 3 樓之 2,24 人,350
1174,威爾希斯共享廚房&家,台灣臺中市中區 民族路23號 3 樓之 2,30 人,1000
1175,易禧創意EC DESIGN SCHOOL,台灣臺中市中區 民族路23號 3 樓之 2,30 人,5000
1176,HOWSHOW共享空間,台灣臺中市中區 民族路23號 3 樓之 2,20 人,450
1177,HOWSHOW共享空間,台灣臺中市中區 民族路23號 3 樓之 2,8 人,230
